z	Hz	Hrz	diff	
0.01	1.67525040943e-05	1.67525084559e-05	8.74872218308e-09	
0.0112332403298	1.88192334006e-05	1.88192377676e-05	8.74872983211e-09	
0.0126185688307	2.11411503601e-05	2.11411547919e-05	8.74873948409e-09	
0.0141747416293	2.37498553496e-05	2.37498599064e-05	8.74875166347e-09	
0.0159228279334	2.6680900003e-05	2.66809047467e-05	8.74876703206e-09	
0.0178864952906	2.99742971611e-05	2.99743021563e-05	8.74878642496e-09	
0.0200923300257	3.36751032132e-05	3.3675108528e-05	8.74881089593e-09	
0.0225701971963	3.78340857546e-05	3.78340914618e-05	8.74884177461e-09	
0.0253536449397	4.25084927758e-05	4.25084989536e-05	8.74888073882e-09	
0.0284803586844	4.77629440151e-05	4.77629507487e-05	8.74892990564e-09	
0.031992671378	5.36704711234e-05	5.3670478506e-05	8.74899194647e-09	
0.035938136638	6.03137415496e-05	6.03137496841e-05	8.74907023202e-09	
0.040370172586	6.77865125343e-05	6.7786521535e-05	8.74916901547e-09	
0.0453487850813	7.61953776917e-05	7.61953876864e-05	8.74929366329e-09	
0.0509413801482	8.5661891442e-05	8.56619025745e-05	8.74945094663e-09	
0.0572236765935	9.6325189122e-05	9.6325201555e-05	8.74964940874e-09	
0.0642807311728	0.000108345267625	0.000108345281544	8.74989982843e-09	
0.0722080901839	0.000121907160072	0.00012190717569	8.75021580459e-09	
0.081113083079	0.000137226339455	0.000137226357017	8.75061449314e-09	
0.0911162756115	0.000154555838161	0.000154555857954	8.75111753621e-09	
0.10235310219	0.000174195801579	0.000174195823943	8.75175223317e-09	
0.11497569954	0.000196506552358	0.000196506577694	8.75255301608e-09	
0.129154966501	0.000221926808964	0.000221926837759	8.75356330807e-09	
0.14508287785	0.000250999621298	0.000250999654149	8.75483786265e-09	
0.162975083462	0.000284410117456	0.000284410155106	8.75644570657e-09	
0.18307382803	0.000323041789454	0.000323041832845	8.75847383872e-09	
0.205651230835	0.000368062743215	0.000368062793565	8.76103187433e-09	
0.231012970008	0.000421062075241	0.000421062134161	8.76425786729e-09	
0.25950242114	0.000484273598422	0.00048427366809	8.76832559545e-09	
0.291505306283	0.000560959403877	0.000560959487326	8.7734536525e-09	
0.327454916288	0.000656103756623	0.000656103858201	8.77991675283e-09	
0.367837977183	0.000777755217546	0.000777755343742	8.78805971525e-09	
0.413201240012	0.000939853738247	0.000939853899225	8.79831463419e-09	
0.464158883361	0.00116889573053	0.00116889594334	8.81122178095e-09	
0.5214008288	0.00152230610874	0.00152230640506	8.82745516561e-09	
0.585702081806	0.00215248945388	0.00215248990332	8.8478596552e-09	
0.657933224658	0.00364305480855	0.00364305562315	8.87360370629e-09	
0.739072203353	0.0122240735773	0.0122240764376	8.91352907824e-09	
0.830217568132	0.00819927934499	0.00819928134396	8.9596495165e-09	
0.932603346883	0.00288779612328	0.00288779680652	9.00172060087e-09	
1.04761575279	0.00162714751839	0.00162714782119	9.06428026498e-09	
1.17681195243	0.00101931817716	0.00101931819904	9.14358246512e-09	
1.32194114847	0.0006109995365	0.000610999202761	9.24294537924e-09	
1.48496826225	0.000238635629785	0.00023863445367	9.36717368608e-09	
1.6681005372	0.000290833091345	0.000290833494242	9.5232105282e-09	
1.87381742286	0.00220641956343	0.00220642277761	9.73505721109e-09	
2.10490414451	0.00348587879469	0.00348587805469	9.86459137705e-09	
2.36448941265	0.00138830436779	0.00138830628249	1.00528870277e-08	
2.65608778295	0.000902368234843	0.000902378377475	1.0752426653e-08	
2.98364724028	0.000657753786032	0.000657757639342	1.10396528647e-08	
3.35160265094	0.00047495897771	0.000474960098359	1.16214166322e-08	
3.76493580679	0.000103091381075	0.00010308126747	1.28237966142e-08	
4.22924287439	0.00058332782487	0.000583328546313	1.26122785474e-08	
4.7508101621	0.000396500662216	0.000396495592082	1.44299522892e-08	
5.33669923121	0.000271842907424	0.000271827552252	1.74238582013e-08	
5.99484250319	0.000304006389345	0.000303981816109	2.46294150219e-08	
6.73415065775	0.000243168179717	0.000243137951637	3.92126740092e-08	
7.56463327555	0.0001674030884	0.000167325006605	8.32388464103e-08	
8.49753435909	0.000128278973343	0.000128007352109	3.43566524644e-07	
9.54548456662	0.000330039416402	0.000331908666822	4.65944146385e-06	
10.7226722201	0.000118592538289	0.000118281734302	3.14250488813e-07	
12.0450354026	0.000143060381998	0.00014321134259	1.90598902689e-07	
13.5304777458	0.000105960453456	0.000105960050001	5.41459075852e-09	
15.1991108295	7.55711782491e-05	7.57567131794e-05	1.8694663997e-07	
17.0735264747	3.55397775989e-05	3.5728756865e-05	2.74537249923e-07	
19.1791026167	2.89770718609e-05	2.94599400851e-05	4.90773647889e-07	
21.5443469003	2.46869772893e-06	3.42255274164e-06	1.70430197848e-06	
24.2012826479	4.14301342941e-05	4.16521205985e-05	2.35552497489e-07	
27.1858824273	9.01020810654e-05	9.85196236219e-05	1.00324199961e-05	
30.5385550883	0.000197878050904	0.000197424092539	6.02873023749e-07	
34.3046928631	0.000588633584367	0.00058868305102	2.84236524966e-07	
38.5352859371	0.00355403481898	0.00355515678516	1.2101232499e-06	
43.2876128108	0.000446235111031	0.00044574921187	6.22477618814e-07	
48.6260158007	0.000339303386832	0.0003399414591	9.47440994927e-07	
54.6227721768	0.000185591347913	0.000185210774588	3.80573897039e-07	
61.3590727341	0.000149917345016	0.000149755605618	4.9042726305e-07	
68.9261210435	0.000119913969201	0.000119793902867	1.28340076609e-07	
77.4263682681	9.95061654731e-05	9.94143490705e-05	9.60181956566e-08	
86.9749002618	8.42829784933e-05	8.42081795671e-05	7.71771933282e-08	
97.7009957299	7.23462473776e-05	7.22835789798e-05	6.41043841313e-08	
109.749876549	6.26738016609e-05	6.26204071336e-05	5.42987735712e-08	
123.284673944	5.46530482147e-05	5.46070417281e-05	4.65925649931e-08	
138.488637139	4.78894129774e-05	4.78494569676e-05	4.03437648352e-08	
155.567614393	4.21143894916e-05	4.20794871121e-05	3.51628114092e-08	
174.752840001	3.71369816459e-05	3.71063620961e-05	3.07964397043e-08	
196.304065004	3.28162348565e-05	3.27892848902e-05	2.70711364184e-08	
220.51307399	2.90448429318e-05	2.90210635471e-05	2.38629263728e-08	
247.707635599	2.57389304042e-05	2.57179082038e-05	2.10800871304e-08	
278.255940221	2.28314478452e-05	2.28128353865e-05	1.8652724315e-08	
312.571584969	2.02677666882e-05	2.02512685682e-05	1.65262131649e-08	
351.119173422	1.80026586371e-05	1.79880213581e-05	1.46569257021e-08	
394.420605944	1.59981720019e-05	1.59851764041e-05	1.30093628834e-08	
443.062145758	1.42221037384e-05	1.42105592178e-05	1.15541788636e-08	
497.702356433	1.26468759977e-05	1.26366159948e-05	1.02667874554e-08	
559.081018251	1.12486929405e-05	1.12395713529e-05	9.12635762105e-09	
628.029144183	1.00068954032e-05	9.99878368495e-06	8.11507439219e-09	
705.480231072	8.90345774927e-06	8.89624252759e-06	7.21758433537e-09	
792.482898354	7.92258868377e-06	7.91616977618e-06	6.42057159607e-09	
890.215085445	7.05040938986e-06	7.04469813432e-06	5.71242789614e-09	
1000.0	6.27469014982e-06	6.26960798478e-06	5.08299124651e-09	
