fom_evals	rel_err	
100.0	0.111578239322	
200.0	0.0471662212567	
300.0	0.0189500274179	
400.0	0.00525850172438	
500.0	0.00364383747938	
600.0	0.0025337058163	
700.0	0.00148833510419	
800.0	0.00170378634526	
900.0	0.000660634499394	
1000.0	0.000286286455354	
1100.0	0.000369220103571	
1200.0	0.000261785885612	
1300.0	0.000252082294795	
1400.0	0.000247315136845	
1500.0	0.000358597080943	
1600.0	0.000244239964702	
1700.0	0.00034694886994	
1800.0	0.000228931308366	
1900.0	0.00022733609623	
2000.0	0.000224598765781	
2100.0	0.000223059959028	
2200.0	0.000221237655114	
2300.0	0.000220612970445	
2400.0	0.000220080036725	
2500.0	0.000219950589227	
2600.0	0.000219862346313	
2700.0	0.000219810284946	
2800.0	0.000219760222947	
2900.0	0.000219724063116	
3000.0	0.000219679117718	
3100.0	0.000219663378666	
3200.0	0.000219634062178	
3300.0	0.000219820528936	
3400.0	0.000220016553568	
3500.0	0.000222759596489	
3600.0	0.000222613229566	
3700.0	0.000294177434378	
3800.0	0.000203259195962	
3900.0	0.000198795482612	
4000.0	0.000198025911064	
4100.0	0.000197961944726	
4200.0	0.000197944860366	
4300.0	0.000197936666911	
4400.0	0.000197931314399	
4500.0	0.000197927957797	
4600.0	0.000197925680709	
4700.0	0.000197924199752	
4800.0	0.00019792319185	
4900.0	0.000197922525099	
5000.0	0.00019792207335	
