z	Hz	Hrz	diff	
0.01	1.67525040943e-05	1.67524463069e-05	8.72872441352e-09	
0.0112332403298	1.88192334006e-05	1.88191679567e-05	8.72880978492e-09	
0.0126185688307	2.11411503601e-05	2.11410763738e-05	8.72891751079e-09	
0.0141747416293	2.37498553496e-05	2.37497718194e-05	8.72905344278e-09	
0.0159228279334	2.6680900003e-05	2.66808057982e-05	8.72922496734e-09	
0.0178864952906	2.99742971611e-05	2.99741910066e-05	8.72944140216e-09	
0.0200923300257	3.36751032132e-05	3.36749836722e-05	8.72971450445e-09	
0.0225701971963	3.78340857546e-05	3.78339512094e-05	8.73005910911e-09	
0.0253536449397	4.25084927758e-05	4.25083414057e-05	8.73049392994e-09	
0.0284803586844	4.77629440151e-05	4.77627737721e-05	8.73104258291e-09	
0.031992671378	5.36704711234e-05	5.36702797047e-05	8.73173485657e-09	
0.035938136638	6.03137415496e-05	6.03135263663e-05	8.73260832893e-09	
0.040370172586	6.77865125343e-05	6.77862706771e-05	8.73371040503e-09	
0.0453487850813	7.61953776917e-05	7.61951058918e-05	8.73510087222e-09	
0.0509413801482	8.5661891442e-05	8.56615860278e-05	8.73685513467e-09	
0.0572236765935	9.6325189122e-05	9.63248459699e-05	8.73906826944e-09	
0.0642807311728	0.000108345267625	0.000108344882106	8.74186014781e-09	
0.0722080901839	0.000121907160072	0.00012190672699	8.74538185185e-09	
0.081113083079	0.000137226339455	0.000137225852978	8.74982376039e-09	
0.0911162756115	0.000154555838161	0.000154555291752	8.75542566387e-09	
0.10235310219	0.000174195801579	0.000174195187909	8.76248946332e-09	
0.11497569954	0.000196506552358	0.000196505863214	8.77139502149e-09	
0.129154966501	0.000221926808964	0.000221926035156	8.7826199491e-09	
0.14508287785	0.000250999621298	0.00025099875255	8.79676419694e-09	
0.162975083462	0.000284410117456	0.000284409142296	8.8145805183e-09	
0.18307382803	0.000323041789454	0.0003230406951	8.8370120082e-09	
0.205651230835	0.000368062743215	0.000368061515466	8.86523809095e-09	
0.231012970008	0.000421062075241	0.000421060698383	8.90073040424e-09	
0.25950242114	0.000484273598422	0.000484272055167	8.94532005931e-09	
0.291505306283	0.000560959403877	0.000560957675383	9.00127757156e-09	
0.327454916288	0.000656103756623	0.000656101822665	9.07140636553e-09	
0.367837977183	0.000777755217546	0.000777753057006	9.15914998959e-09	
0.413201240012	0.000939853738247	0.000939851330302	9.26871193096e-09	
0.464158883361	0.00116889573053	0.00116889305751	9.40518522942e-09	
0.5214008288	0.00152230610874	0.00152230316359	9.57468704456e-09	
0.585702081806	0.00215248945388	0.00215248626394	9.78449406717e-09	
0.657933224658	0.00364305480855	0.00364305154565	1.00431272275e-08	
0.739072203353	0.0122240735773	0.0122240720682	1.03605484825e-08	
0.830217568132	0.00819927934499	0.00819928639999	1.07481026045e-08	
0.932603346883	0.00288779612328	0.00288780260254	1.12186414502e-08	
1.04761575279	0.00162714751839	0.00162715434438	1.17865222676e-08	
1.17681195243	0.00101931817716	0.00101932552441	1.24676446497e-08	
1.32194114847	0.0006109995365	0.000611007405307	1.32798224376e-08	
1.48496826225	0.000238635629785	0.000238643503058	1.42393518788e-08	
1.6681005372	0.000290833091345	0.000290823081512	1.53716558677e-08	
1.87381742286	0.00220641956343	0.00220641228728	1.66969484435e-08	
2.10490414451	0.00348587879469	0.00348589144337	1.82413057547e-08	
2.36448941265	0.00138830436779	0.00138832223464	2.00311774583e-08	
2.65608778295	0.000902368234843	0.0009023872695	2.21460628888e-08	
2.98364724028	0.000657753786032	0.00065777747111	2.45331410139e-08	
3.35160265094	0.00047495897771	0.000474983451069	2.7310591873e-08	
3.76493580679	0.000103091381075	0.000103095766273	3.05258211781e-08	
4.22924287439	0.00058332782487	0.000583361165555	3.42575223548e-08	
4.7508101621	0.000396500662216	0.000396534826069	3.86145880329e-08	
5.33669923121	0.000271842907424	0.000271869793496	4.42290732655e-08	
5.99484250319	0.000304006389345	0.000304019759944	4.96405550309e-08	
6.73415065775	0.000243168179717	0.000243222152838	5.71716489989e-08	
7.56463327555	0.0001674030884	0.000167432167043	6.70605987536e-08	
8.49753435909	0.000128278973343	0.000128321449846	8.79982306142e-08	
9.54548456662	0.000330039416402	0.00033005873609	7.98865055667e-08	
10.7226722201	0.000118592538289	0.000118491897631	1.05030415423e-07	
12.0450354026	0.000143060381998	0.000143186292557	1.37700898778e-07	
13.5304777458	0.000105960453456	0.000105938920351	3.77325375117e-08	
15.1991108295	7.55711782491e-05	7.57442884328e-05	1.73171841695e-07	
17.0735264747	3.55397775989e-05	3.57092066732e-05	2.75974915843e-07	
19.1791026167	2.89770718609e-05	2.9475116962e-05	5.02150774323e-07	
21.5443469003	2.46869772893e-06	3.39401762833e-06	1.69873579752e-06	
24.2012826479	4.14301342941e-05	4.16663253463e-05	2.39357149902e-07	
27.1858824273	9.01020810654e-05	9.00633362192e-05	4.17205202466e-08	
30.5385550883	0.000197878050904	0.000197866373063	2.15414525213e-07	
34.3046928631	0.000588633584367	0.000588698366341	1.28696774322e-07	
38.5352859371	0.00355403481898	0.00355514406975	1.18136363058e-06	
43.2876128108	0.000446235111031	0.000445696241764	6.8545737936e-07	
48.6260158007	0.000339303386832	0.000340026047281	9.61977752734e-07	
54.6227721768	0.000185591347913	0.000185173352625	4.1826606757e-07	
61.3590727341	0.000149917345016	0.000149726886525	5.1673584731e-07	
68.9261210435	0.000119913969201	0.000119767191609	1.56350491388e-07	
77.4263682681	9.95061654731e-05	9.93909839462e-05	1.19899053785e-07	
86.9749002618	8.42829784933e-05	8.41878072751e-05	9.77913465021e-08	
97.7009957299	7.23462473776e-05	7.22657688274e-05	8.20397441342e-08	
109.749876549	6.26738016609e-05	6.26047856452e-05	6.99895891664e-08	
123.284673944	5.46530482147e-05	5.45932996175e-05	6.03750080605e-08	
138.488637139	4.78894129774e-05	4.78373386847e-05	5.2486422246e-08	
155.567614393	4.21143894916e-05	4.20687798106e-05	4.58852935125e-08	
174.752840001	3.71369816459e-05	3.70968867013e-05	4.02815201241e-08	
196.304065004	3.28162348565e-05	3.27808892746e-05	3.54730536003e-08	
220.51307399	2.90448429318e-05	2.90136173665e-05	3.13132721736e-08	
247.707635599	2.57389304042e-05	2.57112989666e-05	2.76921130095e-08	
278.255940221	2.28314478452e-05	2.28069654227e-05	2.45245746758e-08	
312.571584969	2.02677666882e-05	2.02460526576e-05	2.17434107484e-08	
351.119173422	1.80026586371e-05	1.79833848451e-05	1.92943226068e-08	
394.420605944	1.59981720019e-05	1.59810536762e-05	1.71327011856e-08	
443.062145758	1.42221037384e-05	1.420689246e-05	1.52213600211e-08	
497.702356433	1.26468759977e-05	1.26333541567e-05	1.3528920162e-08	
559.081018251	1.12486929405e-05	1.12366692823e-05	1.202863394e-08	
628.029144183	1.00068954032e-05	9.99620139276e-06	1.06975104267e-08	
705.480231072	8.90345774927e-06	8.89394456044e-06	9.5156522656e-09	
792.482898354	7.92258868377e-06	7.91412467522e-06	8.46574327097e-09	
890.215085445	7.05040938986e-06	7.04287796647e-06	7.53264542198e-09	
1000.0	6.27469014982e-06	6.26798793437e-06	6.70307657733e-09	
